headline,category
Couple poison   kids  end life,interrogative
,declarative
sentenced to traffic duty for drink driving,interrogative
For today s engagements,frag
,declarative
B  Devi Madhavi appointed as a member of Academic Senate,interrogative
,declarative
Socio economic survey for Pranahita begins,interrogative
Cinema,frag
,declarative
Museum for Koya tribe at Medaram,interrogative
,declarative
Barrier free park for disabled to be launched,interrogative
MRR CHENNAI TODAY FOR DECEMBER     FRIDAY  FOR CHENNAI CITY FOR PAGE,frag
,declarative
People are paying salaries of police  DGP,interrogative
,declarative
Tip line  to combat cockfighting launched,interrogative
Madurai Today,frag
,declarative
Millets for making the mid day meals nutritious,interrogative
,declarative
Rs    cr  demonetised currency seized,interrogative
Karnataka,frag
,declarative
Fisheries Dept  launches pilot on shrimp cultivation,interrogative
,declarative
Start up Banyan Nation in fray for award at WEF,interrogative
Section,frag
,declarative
Govt  to make farming profitable  Pocharam,interrogative
,declarative
TS Govt  crushing democratic forces  BJP,interrogative
Belagavi,frag
,declarative
Cable bridge to be completed next year,interrogative
,declarative
Metro Rail security guard held,interrogative
Chitra Sante,frag
,declarative
Top scientist visits IICT,interrogative
,declarative
Hotel owner assaulted,interrogative
bengaluru,frag
,declarative
Bike stolen in broad daylight,interrogative
,declarative
PD orders quashed,interrogative
varsity,frag
,declarative
HIL unveils non asbestos roofing solution,interrogative
,declarative
Cong  charges Eatala with nepotism,interrogative
Info on elected representatives,frag
,declarative
Theatres allowed to hike ticket prices,interrogative
,declarative
Seminar on career opportunities tomorrow,interrogative
Bengluru,frag
,declarative
Yet another case against tainted cop Mohan Reddy,interrogative
,declarative
Respiratory Medicine meet,interrogative
chikkamagaluru,frag
,declarative
nnual   day Nalgonda Urs gets underway,interrogative
,declarative
ED attaches assets of city construction firm,interrogative
hassan,frag
,declarative
Medaram Jatara to hit coal production,interrogative
,declarative
KTR holds surprise inspections,interrogative
Hubballi,frag
,declarative
Ethnic Day celebrated,interrogative
,declarative
Quest to promote signature dish of Andhra Pradesh,interrogative
Loan Adalat,frag
,declarative
Top cop for image makeover of police dept,interrogative
,declarative
The kite runners are here,interrogative
Kalaburagi,frag
,declarative
Demand for university in Nuh gathers momentum,interrogative
,declarative
Man held for killing roommate for Rs,interrogative
kushtagi,frag
,declarative
Give slums on DDA land to us  Kejriwal tells L G,interrogative
,declarative
Defamation  SC dismisses petition by AAP leader,interrogative
Need for discipline,frag
,declarative
Businessman gets bail in money laundering case,interrogative
,declarative
Man commits suicide at Metro station,interrogative
A rare slip of the tongue,frag
,declarative
JNUSU protests against compulsory attendance,interrogative
,declarative
injured as private bus rams ambulance,interrogative
kushtagi  koppal district,frag
,declarative
Businessman files complaint against extortion calls,interrogative
,declarative
Murder accused joins drug rehab centre to evade arrest  held,interrogative
mandya,frag
,declarative
AAP volunteers seek reason behind Rajya Sabha picks,interrogative
,declarative
AAP nominee files defamation cases,interrogative
mangaluru,frag
,declarative
Plea on    defective vehicle  dismissed,interrogative
,declarative
Pinjra Tod starts online petition against curfew at women s hostels,interrogative
manipal,frag
,declarative
Woman with      wives  arrested for snatching,interrogative
,declarative
Two men arrested for murder,interrogative
mysuru,frag
,declarative
Man held for rape of business partner s wife,interrogative
,declarative
Two men arrested for murder,interrogative
shankar bennur,frag
,declarative
Submit report on ashram founder  HC,interrogative
,declarative
Heroin worth Rs    crore seized  peddler arrested,interrogative
shivamogga,frag
,declarative
BJP condemns pension surcharge in power bills,interrogative
,declarative
Man held for stealing money,interrogative
Udupi,frag
,declarative
U P  sends EoI for setting up airport at Jewar,interrogative
,declarative
Bike borne men snatch woman s handbag,interrogative
Vijayapura,frag
,declarative
JNUSU protests against compulsory attendance,interrogative
,declarative
Inspect juvenile homes for deficiencies  HC,interrogative
Edible art,frag
,declarative
Man commits suicide at Metro station,interrogative
,declarative
Industrial Court rules in favour of octroi employees,interrogative
Mean machine,frag
,declarative
Conservancy workers protest over sweeper s suicide,interrogative
,declarative
Aadhaar card helps cops nab triple murder convict,interrogative
Engagements,frag
,declarative
State sets up international education board,interrogative
,declarative
Cops deny permission to Mevani  Khalid event,interrogative
Kerala,frag
,declarative
SHRC asks BMC to submit report on Kamala Mills fire,interrogative
,declarative
Bhima Koregaon  Ambedkar wants criminal proceedings,interrogative
Section,frag
,declarative
Magistrate must have clean character  HC,interrogative
,declarative
Exhaust all remedies before filing PILs  HC,interrogative
alappuzha,frag
,declarative
Kotharis spend hours in bathroom as last resort,interrogative
,declarative
Detour fest draws       participants,interrogative
idukki,frag
,declarative
year old attempts suicide on Sea Link,interrogative
,declarative
Man held for abducting   year old neighbour,interrogative
ST arts and food festival,frag
,declarative
booked for injuring Bhim sainik,interrogative
,declarative
Class nine student found hanging at his residence,interrogative
kalpetta,frag
,declarative
Slum dwellers win    year battle for a home,interrogative
,declarative
When Carnatic meets Celtic,interrogative
kannur,frag
,declarative
Fewer migratory birds sighted in Berhampur this year,interrogative
,declarative
Farmers allege    favouritism  in Punjab debt waiver plan,interrogative
Awareness initiative,frag
,declarative
Counterterrorism high on Punjab Police agenda,interrogative
,declarative
Patient    beaten up  by doctor,interrogative
kasaragod,frag
,declarative
Manipur takes steps to check influx from Assam,interrogative
,declarative
Pollution project to be ready by June,interrogative
Found dead,frag
,declarative
Third Pune Metro route gets nod from Centre,interrogative
,declarative
Patole meets Rahul  joining Cong  soon,interrogative
kochi,frag
,declarative
NGT wants action plan for waste disposal,interrogative
,declarative
Appoint micro observers  BJP tells EC,interrogative
Postal adalat,frag
,declarative
Goa inches closer to plastic ban,interrogative
,declarative
Jury of global experts at Pune International Film Festival,interrogative
Women s adalat,frag
,declarative
Nitish welcomes black flags at public meeting,interrogative
,declarative
No decision yet on Himachal CLP leader,interrogative
kollam,frag
,declarative
Protest gone awry,interrogative
,declarative
A    Black intellectual  from Sri Lanka,interrogative
kottayam,frag
,declarative
Iran sees pro regime rallies  declares end of    sedition,interrogative
,declarative
Cate Blanchett to head Cannes Festival jurySheikh,interrogative
kozhikode,frag
,declarative
Abdullah meets P M,interrogative
,declarative
Infosys s Parekh to get Rs      cr  fixed pay  variable of Rs       cr,interrogative
malappuram,frag
,declarative
SEBI widens net in WhatsApp probe,interrogative
,declarative
TVS Motor vendor Rajsriya to start Mysuru unit by June,interrogative
navamy sudhish,frag
,declarative
Services PMI shows return to growth,interrogative
,declarative
Centre introduces       taxable savings bonds,interrogative
palakkad,frag
,declarative
Accumulated loss  IOB to use share premium,interrogative
,declarative
Birla firms to infuse Rs        crore into Idea,interrogative
s r  praveen,frag
,declarative
Jaitley vows reforms with bank recap,interrogative
,declarative
Govt  clears Rs      crore FDI proposal,interrogative
,declarative
Audi India sales up     BMW registers     growth,interrogative
,declarative
Teradata appoints Souma Das as India MD,interrogative
Complaint redressal adalat,frag
,declarative
India has a point to prove  South Africa a score to settle,interrogative
,declarative
Cilic stays on course,interrogative
The Hindu Young World painting competition,frag
,declarative
Blasters hold Pune City,interrogative
,declarative
Indiscipline issues delay Delhi team announcement,interrogative
Elected,frag
,declarative
Line up according to conditions  Bangar,interrogative
,declarative
Rockets give Warriors a jolt,interrogative
One step ahead,frag
,declarative
Chennai City looks to maintain momentum,interrogative
,declarative
Munro  Sodhi top T  I rankings,interrogative
,declarative
Calicut to meet Punjabi in final,interrogative
,declarative
New England comfortably wins the Mathradas Goculdas Trophy,interrogative
Kozhikode Today,frag
,declarative
Goa salvages a point,interrogative
,declarative
du Plessis wants a quick wicket,interrogative
andhra Pradesh,frag
,declarative
Sharapova in last four,interrogative
,declarative
Sreejesh handed    day ban,interrogative
Section,frag
,declarative
Dynamos sign Xabi,interrogative
,declarative
Switzerland in final,interrogative
,declarative
Karnataka in semifinals,interrogative
,declarative
Gujarat in command,interrogative
bhadradri kothagudem,frag
,declarative
Injured Shreyas to miss zonal T   league,interrogative
,declarative
Social Cricketers edges out SUCC,interrogative
chittoor,frag
,declarative
Shankarlal is Bagan head coach,interrogative
,declarative
Perera sacked as ODI skipper,interrogative
guntur,frag
,declarative
CM grants licence to BTC for betting,interrogative
,declarative
Golden Globes  Dress in black protest gets support from men,interrogative
Christmas celebrations,frag
,declarative
DNA evidence of early migrants to Americas found in child s grave,interrogative
,declarative
Game of Thrones stars feature on new stamps,interrogative
honnavar hubballi,frag
,declarative
Computer chip    flaw  sparks security debate,interrogative
,declarative
Bionic hand with a sense of touch,interrogative
hyderabad,frag
,declarative
Outrage over TV show with    blackface  actor,interrogative
,declarative
India face fierce examination in South Africa series,interrogative
nellore,frag
,declarative
,declarative
Stone sanctuary in a pond,interrogative
ongole,frag
,declarative
Climates and lives of people in frames,interrogative
,declarative
Shuddhi project launched,interrogative
rajamahendravaram,frag
,declarative
Srinidhi Kamath  Sahana Pujar win Young World painting contest,interrogative
,declarative
Festival to showcase folk arts from January,interrogative
